ID,AegisName,이름(영),MVP,레벨,HP,BaseEXP,JobEXP,ATK(min),ATK(max),DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,크기,종족,속성,속성레벨,사거리,공격딜레이,AI
2057,E_CRAMP,Cramp,,1,50,0,0,7,10,0,5,0,0,0,0,6,30,중형,식물,물,1,1,1872,
1007,FABRE,Fabre,,2,63,3,2,8,11,0,0,0,2,4,0,7,5,소형,곤충,땅,1,1,1672,1
1008,PUPA,Pupa,,2,427,2,4,1,2,0,20,0,0,0,0,0,20,소형,곤충,땅,1,0,1001,
1090,MASTERING,Mastering,,2,2415,30,10,18,24,0,10,0,2,2,0,17,60,중형,식물,물,1,1,1072,21
1229,META_FABRE,Fabre,,2,63,3,2,8,11,0,0,0,2,4,0,7,5,소형,곤충,땅,1,1,1672,1
1230,META_PUPA,Pupa,,2,427,2,4,1,2,20,20,0,0,0,0,0,20,소형,곤충,땅,1,0,1001,
1047,PECOPECO_EGG,Peco Peco Egg,,3,420,4,4,1,2,20,20,0,0,0,0,0,20,소형,무형,무속성,3,0,1001,
1049,PICKY,Picky,,3,80,4,3,9,12,0,0,0,3,3,5,10,30,소형,동물,불,1,1,988,1
1062,PORING_,Santa Poring,,3,69,4,5,12,16,0,0,0,14,3,10,12,90,중형,식물,성,1,1,1672,1
1063,LUNATIC,Lunatic,,3,60,6,2,9,12,0,20,0,3,3,10,8,60,소형,동물,무속성,3,1,1456,1
1113,DROPS,Drops,,3,55,4,3,10,13,0,0,0,3,3,0,12,15,중형,식물,불,1,1,1372,2
1232,META_PECOPECO_EGG,Peco Peco Egg,,3,420,4,4,1,2,20,20,0,0,0,0,0,20,소형,무형,무속성,3,0,1001,
1240,META_PICKY,Picky,,3,80,4,3,9,12,0,0,0,3,3,0,10,30,소형,동물,불,1,1,988,1
1572,G_DROPS,Drops,,3,55,0,0,10,13,0,0,0,3,3,0,12,15,중형,식물,불,1,1,1372,2
1726,R_LUNATIC,Lunatic,,3,60,0,0,9,12,0,20,0,3,3,10,8,60,소형,동물,무속성,3,1,1456,2
1010,WILOW,Willow,,4,95,5,4,9,12,5,15,0,4,8,30,9,10,중형,식물,땅,1,1,1672,1
1011,CHONCHON,Chonchon,,4,67,5,4,10,13,10,0,0,10,4,5,12,2,소형,곤충,바람,1,1,1076,1
1048,THIEF_BUG_EGG,Thief Bug Egg,,4,48,8,4,13,17,20,0,0,6,4,0,14,20,소형,곤충,어둠,1,0,701,
1050,PICKY_,Picky,,4,83,5,4,8,11,20,0,0,3,3,10,11,20,소형,동물,불,1,1,988,1
1097,ANT_EGG,Ant Egg,,4,420,5,4,1,2,20,20,0,0,0,0,0,20,소형,무형,무속성,3,0,1001,
1183,CHONCHON_,Chonchon,,4,67,5,4,10,13,10,0,0,10,4,5,12,2,소형,곤충,바람,1,1,1076,4
1236,META_ANT_EGG,Ant Egg,,4,420,5,4,1,2,20,20,0,0,0,0,0,20,소형,무형,무속성,3,0,1001,
1241,META_PICKY_,Picky,,4,83,5,4,8,11,20,0,0,3,3,0,11,20,소형,동물,불,1,1,988,1
1009,CONDOR,Condor,,5,92,6,5,11,14,0,0,0,13,5,0,13,10,중형,동물,바람,1,1,1148,3
1012,RODA_FROG,Roda Frog,,5,133,6,5,11,14,0,5,0,5,5,5,10,5,중형,어류,물,1,1,2016,1
1901,E_CONDOR,Condor,,5,8000,100,100,200,400,10,15,0,13,10,25,95,10,소형,천사,성,1,1,1148,3
1051,THIEF_BUG,Thief Bug,,6,126,17,5,18,24,5,0,0,6,6,0,11,0,소형,곤충,무속성,3,1,1288,7
1093,ECLIPSE,Eclipse,,6,1800,60,55,20,26,0,40,0,36,6,0,11,80,중형,동물,무속성,3,1,1456,21
1879,ECLIPSE_P,Eclipse,,6,1800,0,0,20,26,0,40,0,36,6,0,11,80,중형,동물,무속성,3,1,1456,21
1167,SAVAGE_BABE,Savage Babe,,7,182,14,12,20,25,0,0,0,7,14,5,12,35,소형,동물,땅,1,1,1624,1
1727,R_SAVAGE_BABE,Savage Babe,,7,182,0,0,20,25,0,0,0,7,14,5,12,35,소형,동물,땅,1,1,1624,2
1004,HORNET,Hornet,,8,169,19,15,22,27,5,5,6,20,8,10,17,5,소형,곤충,바람,1,1,1292,3
1005,FARMILIAR,Familiar,,8,155,28,15,20,28,0,0,0,12,8,5,28,0,소형,동물,어둠,1,1,1276,4
1091,DRAGON_FLY,Dragon Fly,,8,2400,88,44,22,27,40,0,0,20,8,15,17,5,소형,곤충,바람,1,1,1076,21
1419,G_FARMILIAR,Familiar,,8,155,0,0,20,28,0,0,0,12,8,5,28,0,소형,동물,어둠,1,1,1276,4
1052,ROCKER,Rocker,,9,198,20,16,24,29,5,10,0,9,18,10,14,15,중형,곤충,땅,1,1,1864,1
1107,DESERT_WOLF_B,Baby Desert Wolf,,9,164,20,16,30,36,0,0,0,9,9,5,21,40,소형,동물,불,1,1,1600,3
1728,R_DESERT_WOLF_B,Baby Desert Wolf,,9,164,0,0,30,36,0,0,0,9,9,5,21,40,소형,동물,불,1,1,1600,2
1053,THIEF_BUG_,Thief Bug Female,,10,170,35,18,33,40,5,5,0,15,10,5,23,5,중형,곤충,어둠,1,1,988,7
1076,SKELETON,Skeleton,,10,234,18,14,39,47,10,10,0,5,10,0,12,0,중형,언데드,불사,1,1,2228,17
1089,TOAD,Toad,,10,5065,100,50,26,32,0,0,0,5,10,10,10,25,중형,어류,물,1,1,1236,21
1161,PLANKTON,Plankton,,10,354,23,18,26,31,0,5,0,10,10,0,15,0,소형,식물,물,3,1,2208,1
1247,ANTONIO,Antonio,,10,10,3,2,13,20,100,0,0,0,0,50,100,100,중형,식물,성,3,1,720,1
1858,E_PLANKTON,Plankton,,10,354,23,18,26,31,0,5,0,10,10,0,15,0,소형,식물,물,3,1,2208,1
1962,ANTONIO_,Christmas Thief,,10,15,0,0,13,20,100,99,0,0,0,50,100,100,중형,인간형,무속성,1,1,720,2
1070,KUKRE,Kukre,,11,507,38,28,28,37,15,0,0,11,11,5,16,2,소형,어류,물,1,1,1776,2
1175,TAROU,Tarou,,11,284,57,28,34,45,0,0,0,20,11,10,24,5,소형,동물,어둠,1,1,1744,17
1020,MANDRAGORA,Mandragora,,12,405,45,32,26,35,0,25,0,12,24,0,36,15,중형,식물,땅,3,4,1768,10
1589,G_MANDRAGORA,Mandragora,,12,405,0,0,26,35,0,25,0,12,24,0,36,15,중형,식물,땅,3,4,1768,10
1690,G_SPRING_RABBIT,Spring Rabbit,,12,15,0,0,0,0,100,99,0,0,0,0,0,0,중형,동물,땅,2,1,1120,2
1815,EVENT_RICECAKE,Rice Cake,,12,20,0,0,1,2,100,99,0,0,0,0,0,0,중형,무형,무속성,1,1,1320,
1816,EVENT_GOURD,Gourd,,12,1000,0,0,1,2,100,99,0,0,0,0,0,0,중형,무형,무속성,1,1,96,
1859,E_MANDRAGORA,Mandragora,,12,405,45,32,26,35,0,25,0,12,24,0,36,15,중형,식물,땅,3,4,1768,10
1898,EVENT_ZOMBIE,Zombie,,12,434,0,0,67,79,0,10,0,0,0,0,0,0,중형,언데드,불사,1,1,2612,4
1094,AMBERNITE,Ambernite,,13,495,57,38,39,46,30,0,0,13,13,5,18,5,대형,곤충,물,1,1,2048,17
1024,WORM_TAIL,Wormtail,,14,426,59,40,42,51,5,0,0,14,28,5,46,5,중형,식물,땅,1,2,1048,17
1031,POPORING,Poporing,,14,344,81,44,59,72,0,10,0,14,14,0,19,15,중형,식물,독,1,1,1672,2
1068,HYDRA,Hydra,,14,660,59,40,22,28,0,40,0,14,14,0,40,2,소형,식물,물,2,7,800,10
1579,G_HYDRA,Hydra,,14,660,0,0,22,28,0,40,0,14,14,0,40,2,소형,식물,물,2,7,800,10
2081,E_HYDRA,Strange Hydra,,14,660,0,0,22,28,100,100,0,14,14,0,40,2,소형,식물,물,2,7,800,
1015,ZOMBIE,Zombie,,15,534,50,33,67,79,0,10,0,8,7,0,15,0,중형,언데드,불사,1,1,2612,4
1025,SNAKE,Boa,,15,471,72,48,46,55,0,0,0,15,15,10,35,5,중형,동물,땅,1,1,1576,1
1074,SHELLFISH,Shellfish,,15,920,66,44,35,42,35,0,0,12,8,0,32,5,소형,어류,물,1,1,864,17
1242,MARIN,Marin,,15,742,66,44,39,43,0,10,0,10,10,5,35,15,중형,식물,물,2,1,1872,1
1394,G_ZOMBIE,Zombie,,15,534,0,0,67,79,0,10,0,8,7,0,15,0,중형,언데드,불사,1,1,2612,4
1520,BOILED_RICE,Boiled Rice,,15,400,84,45,49,82,0,10,0,14,14,0,19,15,중형,식물,물,1,1,1152,1
1595,G_MARIN,Marin,,15,742,0,0,39,43,0,10,0,10,10,5,35,15,중형,식물,물,2,1,1872,1
1747,G_SNAKE,Boa,,15,471,0,0,46,55,0,0,0,15,15,10,35,5,중형,동물,땅,1,1,1576,4
1841,G_SNAKE_,Snake Lord's Minion,,15,10,1,1,46,55,100,99,0,15,15,10,35,5,중형,동물,땅,1,1,1576,1
1857,E_MARIN,Marin,,15,742,66,44,39,43,0,10,0,10,10,5,35,15,중형,식물,물,2,1,1872,1
1014,SPORE,Spore,,16,510,66,108,24,48,0,5,0,12,12,5,19,8,중형,식물,물,1,1,1872,1
1018,CREAMY,Creamy,,16,595,105,70,53,64,0,30,0,40,16,15,16,55,소형,곤충,바람,1,1,1136,1
1174,STAINER,Stainer,,16,538,105,70,53,64,10,0,0,40,16,5,30,5,소형,곤충,바람,1,1,1688,17
1231,META_CREAMY,Creamy,,16,595,96,64,53,64,0,30,0,40,16,15,16,55,소형,곤충,바람,1,1,1220,1
1042,STEEL_CHONCHON,Steel Chonchon,,17,530,109,71,54,65,15,0,0,43,17,5,33,10,소형,곤충,바람,1,1,1076,7
1055,MUKA,Muka,,17,610,273,120,40,49,5,5,15,15,30,5,20,10,대형,식물,땅,1,1,1960,1
1095,ANDRE,Andre,,17,688,109,71,60,71,10,0,0,17,24,20,26,20,소형,곤충,땅,1,1,1288,7
1104,COCO,Coco,,17,817,120,78,56,67,0,0,24,17,34,20,24,10,소형,동물,땅,1,1,1864,17
1162,RAFFLESIA,Rafflesia,,17,1333,333,333,105,127,0,2,0,18,24,11,37,10,소형,식물,땅,1,3,512,4
1237,META_ANDRE,Andre,,17,688,109,71,60,71,10,0,0,17,24,20,26,20,소형,곤충,땅,1,1,1288,7
1790,G_RAFFLESIA,Rafflesia,,17,1333,0,0,105,127,0,2,0,18,24,11,37,10,소형,식물,땅,1,3,512,4
1854,E_MUKA,Muka,,17,610,273,120,40,49,5,5,15,15,30,5,20,10,대형,식물,땅,1,1,1960,2
1860,E_COCO,Coco,,17,817,120,78,56,67,0,0,24,17,34,20,24,10,소형,동물,땅,1,1,1864,17
1056,SMOKIE,Smokie,,18,641,134,86,61,72,0,10,0,18,36,25,26,35,소형,동물,땅,1,1,1576,17
1088,VOCAL,Vocal,,18,3016,110,88,71,82,10,30,77,28,26,30,53,40,중형,곤충,땅,1,1,1080,21
1120,GHOSTRING,Ghostring,,18,73300,101,108,82,122,0,60,40,27,18,45,72,30,중형,악마,유령,4,1,1220,21
1128,HORN,Horn,,18,659,134,86,58,69,10,0,22,18,28,10,47,15,중형,곤충,땅,1,1,1528,17
1145,MARTIN,Martin,,18,1109,134,86,52,63,0,5,12,18,30,15,15,5,소형,동물,땅,2,1,1480,1
1160,PIERE,Piere,,18,733,122,78,64,75,15,0,0,18,26,20,27,15,소형,곤충,땅,1,1,1288,7
1238,META_PIERE,Piere,,18,733,122,78,64,75,15,0,0,18,26,20,27,15,소형,곤충,땅,1,1,1288,7
1266,ASTER,Aster,,18,1372,122,78,56,64,0,10,0,19,15,0,34,5,소형,어류,땅,1,1,1264,17
1561,G_SMOKIE,Smokie,,18,641,0,0,61,72,0,10,0,18,36,25,26,35,소형,동물,땅,1,1,1576,17
1576,G_GHOSTRING,Ghostring,,18,73300,0,0,82,122,0,60,40,27,18,45,72,30,중형,악마,유령,4,1,1220,21
1581,G_VOCAL,Vocal,,18,3016,0,0,71,82,10,30,77,28,26,30,53,40,중형,곤충,땅,1,1,1080,21
1811,G_SMOKIE_,Bandit,,18,641,0,0,61,72,0,10,0,18,36,25,26,35,소형,동물,땅,1,1,1576,17
1862,E_MARTIN,Martin,,18,1109,134,86,52,63,0,5,12,18,30,15,15,5,소형,동물,땅,2,1,1480,1
1019,PECOPECO,Peco Peco,,19,531,159,72,50,64,0,0,0,13,13,25,27,9,대형,동물,불,1,1,1564,3
1054,THIEF_BUG__,Thief Bug Male,,19,583,223,93,76,88,15,5,0,29,16,5,36,0,중형,곤충,어둠,1,1,988,13
1066,VADON,Vadon,,19,1017,135,85,74,85,20,0,0,19,16,10,36,15,소형,어류,물,1,1,1632,17
1077,POISON_SPORE,Poison Spore,,19,665,186,93,89,101,0,0,0,19,25,0,24,0,중형,식물,독,1,1,1672,4
1105,DENIRO,Deniro,,19,760,135,85,68,79,15,0,0,19,30,20,43,10,소형,곤충,땅,1,1,1288,7
1234,PROVOKE_YOYO,Yoyo,,19,879,135,85,71,82,0,0,0,24,30,35,32,55,소형,동물,땅,1,1,1054,7
1239,META_DENIRO,Deniro,,19,760,135,85,68,79,15,0,0,19,30,20,43,10,소형,곤충,땅,1,1,1288,7
1428,G_POISON_SPORE,Poison Spore,,19,665,0,0,89,101,0,0,0,19,25,0,24,0,중형,식물,독,1,1,1672,4
1608,G_THIEF_BUG__,Thief Bug Male,,19,583,0,0,76,88,15,5,0,29,16,5,36,0,중형,곤충,어둠,1,1,988,13
1855,E_POISONSPORE,Poison Spore,,19,665,186,93,89,101,0,0,0,19,25,0,24,0,중형,식물,독,1,1,1672,4
1971,E_VADON,Vadon,,19,1017,270,170,74,85,20,0,0,19,16,10,36,15,소형,어류,물,1,1,1632,
1033,ELDER_WILOW,Elder Willow,,20,693,163,101,58,70,10,30,0,20,25,35,38,30,중형,식물,불,2,1,1372,09
1073,CRAB,Crab,,20,2451,163,101,71,81,35,0,18,20,15,0,36,15,소형,어류,물,1,1,992,1
1096,ANGELING,Angeling,,20,55000,163,144,120,195,0,70,0,50,20,75,68,200,중형,천사,성,4,1,1072,21
1176,VITATA,Vitata,,20,894,163,101,69,80,15,20,0,20,25,65,40,70,소형,곤충,땅,1,1,1768,17
1568,G_ANGELING,Angeling,,20,55000,0,0,120,195,0,70,0,50,20,75,68,200,중형,천사,성,4,1,1072,21
1574,G_ELDER_WILOW,Elder Willow,,20,693,0,0,58,70,10,30,0,20,25,35,38,30,중형,식물,불,2,1,1372,09
1828,EVENT_GULLINBURSTI,Gullinbrusti,,20,20,0,0,59,72,100,99,0,14,14,0,19,15,대형,동물,땅,2,1,1960,17
1057,YOYO,Yoyo,,21,879,280,111,71,82,0,0,0,24,30,35,32,55,소형,동물,땅,1,1,1054,7
1114,DUSTINESS,Dustiness,,21,1044,218,140,80,102,0,10,0,53,17,0,38,5,소형,곤충,바람,2,1,1004,17
1141,MARINA,Marina,,21,2087,218,140,84,106,0,5,0,21,21,0,36,10,소형,식물,물,2,1,2280,1
1254,RAGGLER,Raggler,,21,1020,218,140,102,113,0,5,18,10,32,20,39,35,소형,동물,바람,1,1,1000,21
1445,G_RAGGLER,Raggler,,21,1020,0,0,102,113,0,5,18,10,32,20,39,35,소형,동물,바람,1,1,1000,4
1686,ORC_BABY,Orc Baby,,21,912,220,220,135,270,10,10,30,15,10,18,35,2,소형,인간형,땅,1,1,672,4
1972,E_MARINA,Marina,,21,2087,436,280,84,106,0,5,0,21,21,0,36,10,소형,식물,물,2,1,2280,
1034,THARA_FROG,Thara Frog,,22,2152,219,138,105,127,0,10,0,22,22,5,34,10,중형,어류,물,2,1,2016,1
1058,METALLER,Metaller,,22,926,241,152,131,159,15,30,0,22,22,20,49,50,중형,곤충,불,1,1,1708,7
1126,GOBLIN_5,Goblin,,22,1952,241,152,105,127,10,5,0,22,22,15,32,10,중형,인간형,물,1,1,3074,13
1538,G_GOBLIN_5,Goblin,,22,1952,0,0,105,127,10,5,0,22,22,15,32,10,중형,인간형,물,1,1,3074,13
1030,ANACONDAQ,Anacondaq,,23,1109,300,149,124,157,0,0,0,23,28,10,36,5,중형,동물,독,1,1,1576,17
1067,CORNUTUS,Cornutus,,23,1620,240,149,109,131,30,0,0,23,23,5,36,12,소형,어류,물,1,1,1248,17
1103,CARAMEL,Caramel,,23,1424,264,162,90,112,5,5,35,23,46,5,38,10,소형,동물,땅,1,1,1604,17
1125,GOBLIN_4,Goblin,,23,1359,264,164,109,131,10,5,0,23,46,15,36,10,중형,인간형,땅,1,1,1624,13
1178,ZEROM,Zerom,,23,1109,240,149,127,155,0,10,0,23,23,5,42,0,중형,인간형,불,1,1,1780,4
1470,G_ZEROM,Zerom,,23,1109,0,0,127,155,0,10,0,23,23,5,42,0,중형,인간형,불,1,1,1780,4
1537,G_GOBLIN_4,Goblin,,23,1359,0,0,109,131,10,5,0,23,46,15,36,10,중형,인간형,땅,1,1,1624,13
1627,ANOPHELES,Anopheles,,23,100,99,55,48,63,0,90,0,200,4,5,120,5,소형,곤충,바람,3,1,140,4
1748,G_ANACONDAQ,Anacondaq,,23,1109,0,0,124,157,0,0,0,23,28,10,36,5,중형,동물,독,1,1,1576,4
1784,STAPO,Stapo,,23,666,332,221,135,370,90,5,12,11,15,12,23,0,소형,무형,땅,2,1,936,2
1842,G_ANACONDAQ_,Snake Lord's Minion,,23,15,1,1,124,157,100,99,0,23,28,10,36,5,중형,동물,독,1,1,1576,17
1001,SCORPION,Scorpion,,24,1109,287,176,80,135,30,0,0,24,24,5,52,5,소형,곤충,불,1,1,1564,09
1023,ORK_WARRIOR,Orc Warrior,,24,1400,408,160,104,126,10,5,0,24,48,25,34,10,중형,인간형,땅,1,1,1864,4
1064,MEGALODON,Megalodon,,24,1648,215,132,155,188,0,15,0,12,24,0,26,5,중형,언데드,불사,1,1,2492,1
1092,VAGABOND_WOLF,Vagabond Wolf,,24,12240,247,176,135,159,10,0,57,45,48,20,50,65,중형,동물,땅,1,1,1048,21
1111,DRAINLIAR,Drainliar,,24,1162,431,176,74,84,0,0,0,36,24,0,78,0,소형,동물,어둠,2,1,1276,09
1116,EGGYRA,Eggyra,,24,633,215,220,85,107,20,25,0,36,24,0,32,0,중형,무형,유령,2,1,1816,17
1123,GOBLIN_2,Goblin,,24,1034,287,176,88,100,10,5,0,24,24,15,66,10,중형,인간형,불,1,1,1320,09
1124,GOBLIN_3,Goblin,,24,1034,357,176,132,165,10,5,0,24,24,15,24,10,중형,인간형,독,1,1,1624,13
1153,ORC_ZOMBIE,Orc Zombie,,24,1568,196,120,151,184,5,10,0,12,24,0,24,5,중형,언데드,불사,1,1,2852,4
1235,SMOKING_ORC,Smoking Orc,,24,1400,261,160,114,136,10,20,0,24,48,20,34,0,중형,인간형,땅,1,1,1864,13
1434,G_DRAINLIAR,Drainliar,,24,1162,0,0,74,84,0,0,0,36,24,0,78,0,소형,동물,어둠,2,1,1276,4
1463,G_ORC_ZOMBIE,Orc Zombie,,24,1568,0,0,151,184,5,10,0,12,24,0,24,5,중형,언데드,불사,1,1,2852,4
1535,G_GOBLIN_2,Goblin,,24,1034,0,0,88,100,10,5,0,24,24,15,66,10,중형,인간형,불,1,1,1320,09
1536,G_GOBLIN_3,Goblin,,24,1034,0,0,132,165,10,5,0,24,24,15,24,10,중형,인간형,독,1,1,1624,13
1559,G_SCORPION,Scorpion,,24,1109,0,0,80,135,30,0,0,24,24,5,52,5,소형,곤충,불,1,1,1564,09
1588,ORC_XMAS,Christmas Orc,,24,1400,261,160,104,126,10,5,0,24,48,25,34,10,중형,인간형,땅,1,1,1864,1
1013,WOLF,Wolf,,25,919,329,199,37,46,0,0,0,20,28,15,32,20,중형,동물,땅,1,1,1054,3
1040,GOLEM,Golem,,25,3900,465,94,175,187,40,0,0,15,25,0,15,0,대형,무형,무속성,3,1,1608,17
1060,BIGFOOT,Bigfoot,,25,1619,310,188,198,220,10,0,0,25,55,15,20,25,대형,동물,땅,1,1,1260,17
1071,PIRATE_SKEL,Pirate Skeleton,,25,1676,233,142,145,178,10,15,25,13,25,5,25,10,중형,언데드,불사,1,1,1754,4
1100,ARGOS,Argos,,25,1117,388,188,158,191,15,0,0,25,25,5,32,15,대형,곤충,독,1,1,1468,09
1122,GOBLIN_1,Goblin,,25,1176,310,188,118,140,10,5,0,53,25,20,38,10,중형,인간형,바람,1,1,1120,21
1245,GOBLINE_XMAS,Christmas Goblin,,25,1176,282,171,118,140,10,5,0,53,25,20,38,45,중형,인간형,바람,1,1,1120,1
1265,COOKIE,Cookie,,25,950,310,188,130,145,0,25,0,35,20,53,37,90,소형,인간형,무속성,3,1,1036,3
1392,ROTAR_ZAIRO,Rotar Zairo,,25,1209,351,215,109,137,4,34,0,62,45,26,55,5,대형,무형,바람,2,10,2416,5
1430,G_ARGOS,Argos,,25,1117,0,0,158,191,15,0,0,25,25,5,32,15,대형,곤충,독,1,1,1468,4
1534,G_GOBLIN_1,Goblin,,25,1176,0,0,118,140,10,5,0,53,25,20,38,10,중형,인간형,바람,1,1,1120,21
1540,G_GOLEM,Golem,,25,3900,0,0,175,187,40,0,0,15,25,0,15,0,대형,무형,무속성,3,1,1608,17
1557,G_ROTAR_ZAIRO,Rotar Zairo,,25,1209,0,0,109,137,4,34,0,62,45,26,55,5,대형,무형,바람,2,10,2416,5
1603,G_BIGFOOT,Bigfoot,,25,1619,0,0,198,220,10,0,0,25,55,15,20,25,대형,동물,땅,1,1,1260,17
1607,G_GOBLINE_XMAS,Christmas Goblin,,25,1176,0,0,118,140,10,5,0,53,25,20,38,45,중형,인간형,바람,1,1,1120,21
1820,EVENT_BIGFOOT,Bigfoot,,25,1619,0,0,198,220,10,0,0,25,55,15,20,25,대형,동물,땅,1,1,1260,17
1825,EVENT_GOBLINE_XMAS,Christmas Goblin,,25,1176,0,0,118,140,10,5,0,53,25,20,38,45,중형,인간형,바람,1,1,1120,21
1863,E_SPRING_RABBIT,Spring Rabbit,,25,4500,0,0,292,406,14,10,20,15,15,5,15,5,중형,동물,땅,2,1,1120,2
1118,FLORA,Flora,,26,2092,357,226,242,273,10,35,0,26,35,5,43,80,대형,식물,땅,1,3,1432,10
1127,HODE,Hode,,26,2282,550,300,146,177,0,30,0,26,42,5,49,40,중형,동물,땅,2,1,1480,1
1138,MAGNOLIA,Magnolia,,26,3195,393,248,120,151,5,30,0,26,26,0,39,5,소형,악마,물,1,1,1560,2
1139,MANTIS,Mantis,,26,2472,393,248,118,149,10,0,0,26,24,5,45,15,중형,곤충,땅,1,1,1528,09
1158,PHEN,Phen,,26,3347,357,226,138,150,0,15,0,26,26,0,88,75,중형,어류,물,2,1,2544,17
1166,SAVAGE,Savage,,26,2092,521,248,120,150,10,5,0,26,54,10,37,15,대형,동물,땅,2,1,1960,17
1221,M_SAVAGE,Savage,,26,2092,357,226,146,177,10,5,0,26,54,10,37,10,대형,동물,땅,2,1,1960,21
1457,G_MANTIS,Mantis,,26,2472,0,0,118,149,10,0,0,26,24,5,45,15,중형,곤충,땅,1,1,1528,4
1575,G_FLORA,Flora,,26,2092,0,0,242,273,10,35,0,26,35,5,43,80,대형,식물,땅,1,3,1432,10
1613,METALING,Metaling,,26,889,492,249,135,270,5,3,30,15,10,18,35,2,소형,무형,무속성,1,1,384,2
1856,E_MAGNOLIA,Magnolia,,26,3195,393,248,120,151,5,30,0,26,26,0,39,5,소형,악마,물,1,1,1560,2
1106,DESERT_WOLF,Desert Wolf,,27,1716,427,266,169,208,0,10,56,27,45,15,56,10,중형,동물,불,1,1,1120,13
1220,M_DESERT_WOLF,Desert Wolf,,27,1716,388,242,169,208,0,10,0,27,45,15,56,10,중형,동물,불,1,1,1120,21
1409,RICE_CAKE_BOY,Dumpling Child,,27,2098,231,149,112,134,5,12,0,22,29,5,41,10,소형,인간형,무속성,1,1,647,17
1432,G_DESERT_WOLF,Desert Wolf,,27,1716,0,0,169,208,0,10,56,27,45,15,56,10,중형,동물,불,1,1,1120,4
1821,EVENT_DESERT_WOLF,Desert Wolf,,27,1716,0,0,169,208,0,10,56,27,45,15,56,10,중형,동물,불,1,1,1120,13
